location_code,name,city,street,X,Y,postal,fsa,type
-80.9862115846.50323218Other/Independent,Catp,Greater Sudbury,450 Notre Dame Ave,-80.98621158,46.50323218,P3C5K8,P3C,Other/Independent
-80.9864676846.50206858Other/Independent,Bradley Pharmacy Limited,Greater Sudbury,430 Notre Dame Ave,-80.98646768,46.50206858,P3C5K7,P3C,Other/Independent
-80.9899563743.36358986Other/Independent,Medical Pharmacy,Stratford,342 Erie St,-80.98995637,43.36358986,N5A2N4,N5A,Other/Independent
-80.9922059846.49236078Other/Independent,Vitaheal Pharmacy,Greater Sudbury,128 Cedar St,-80.99220598,46.49236078,P3E1B4,P3E,Other/Independent
-80.9922156846.49191548Other/Independent,Hsn Rx Cedar Street,Greater Sudbury,127 Cedar St,-80.99221568,46.49191548,P3E1B1,P3E,Other/Independent
-80.9924509846.49192078Rexall,Rexall #8182,Greater Sudbury,117 Cedar St,-80.99245098,46.49192078,P3E1A9,P3E,Rexall
-80.9945019242.77310655Other/Independent,Hills Clinic Pharmacy,Aylmer,420 Talbot St W,-80.99450192,42.77310655,N5H1K9,N5H,Other/Independent
-80.9964189846.45116277Other/Independent,Thompson Pharmacy,Greater Sudbury,2120 Regent St,-80.99641898,46.45116277,P3E3Z9,P3E,Other/Independent
-80.9966235846.46792368Other/Independent,Hsnrx,Greater Sudbury,41 Ramsey Lake Rd,-80.99662358,46.46792368,P3E5J1,P3E,Other/Independent
-80.9973457846.49326848Shoppers Drug Mart,Shoppers Drug Mart #1195,Greater Sudbury,86 Elm St,-80.99734578,46.49326848,P3C1T2,P3C,Shoppers Drug Mart
-80.9979849444.1588837Walmart,Wal-Mart Pharmacy,Hanover,1100 10th St,-80.99798494,44.1588837,N4N3B8,N4N,Walmart
-80.9981495743.37887716Other/Independent,West End Pharmacy,Stratford,426 Huron St,-80.99814957,43.37887716,N5A5T7,N5A,Other/Independent
-80.9985460443.0577912Pharmasave,Thamesford Pharmasave,Thamesford,141 Dundas St,-80.99854604,43.0577912,N0M2M0,N0M,Pharmasave
-81.0011568846.49040168Loblaw,Loblaw Pharmacy,Greater Sudbury,82 Lorne St,-81.00115688,46.49040168,P3C4N8,P3C,Loblaw
-81.0020419743.37905616Shoppers Drug Mart,Shoppers Drug Mart #1444,Stratford,511 Huron St,-81.00204197,43.37905616,N5A5T8,N5A,Shoppers Drug Mart
-81.0021655846.44056287Walmart,Wal-Mart Pharmacy,Greater Sudbury,2416 Long Lake Rd,-81.00216558,46.44056287,P3E5H5,P3E,Walmart
-81.0030057846.45325307Shoppers Drug Mart,Plaza 69-Shoppers Drug Mart,Greater Sudbury,1935 Paris St,-81.00300578,46.45325307,P3E3C6,P3E,Shoppers Drug Mart
-81.0037072743.38067116Sobeys,Sobeys Pharmacy #7270,Stratford,581 Huron St,-81.00370727,43.38067116,N5A5T8,N5A,Sobeys
-81.0048042544.15508069Shoppers Drug Mart,Shoppers Drug Mart #1418,Hanover,895 10th St,-81.00480425,44.15508069,N4N1S4,N4N,Shoppers Drug Mart
-81.0048067846.45133967Shoppers Drug Mart,Shoppers Drug Mart #653,Greater Sudbury,2015 Long Lake Rd,-81.00480678,46.45133967,P3E4M8,P3E,Shoppers Drug Mart
-81.0048847846.45153517Rexall,Rexall #6915,Greater Sudbury,2009 Long Lake Rd,-81.00488478,46.45153517,P3E6C3,P3E,Rexall
-81.0062999846.47299998Other/Independent,North Care Medical Pharmacy,Greater Sudbury,885 Prete St,-81.00629998,46.47299998,P3E3X9,P3E,Other/Independent
-81.0063540846.45234587Other/Independent,Food Basics Pharmacy #538,Greater Sudbury,1875 Regent St,-81.00635408,46.45234587,P3E3Z7,P3E,Other/Independent
-81.0064533946.48221458Shoppers Drug Mart,Shoppers Drug Mart 1540,Greater Sudbury,359 Riverside Dr,-81.00645339,46.48221458,P3E1H5,P3E,Shoppers Drug Mart
-81.0068969946.48752718Other/Independent,Herman's Ida,Greater Sudbury,240 Regent St,-81.00689699,46.48752718,P3C4C5,P3C,Other/Independent
-81.0071641946.50236048Other/Independent,Shaw's Pharmacy,Greater Sudbury,401 Frood Rd,-81.00716419,46.50236048,P3C4Z7,P3C,Other/Independent
-81.0080842544.15637069Loblaw,Loblaw Pharmacy #4098,Hanover,832 Tenth St,-81.00808425,44.15637069,N4N1S3,N4N,Loblaw
-81.0174872946.47796658Other/Independent,Seasons Pharmacy and Culinaria,Greater Sudbury,815 Lorne St,-81.01748729,46.47796658,P3C4R5,P3C,Other/Independent
-81.024963149.06396557Other/Independent,Wallace Drug Store,Cochrane,6 Ave,-81.0249631,49.06396557,P0L1C0,P0L,Other/Independent
-81.026340149.06175787Other/Independent,Cochrane Pharmacy,Cochrane,134 A Third St,-81.0263401,49.06175787,P0L1C0,P0L,Other/Independent
-81.0263657544.15247839Other/Independent,Pharma Plus #1669,Hanover,342 Tenth St,-81.02636575,44.15247839,N4N1P4,N4N,Other/Independent
-81.0290993544.14189079Pharmasave,Hanover Pharmasave,Hanover,118 7th Ave,-81.02909935,44.14189079,N4N2G9,N4N,Pharmasave
-81.0323808946.46603548Other/Independent,Medical Pharmacy,Greater Sudbury,Kelly Lake Rd,-81.03238089,46.46603548,P3E5P5,P3E,Other/Independent
-81.03423349.06055507Other/Independent,Medi Mart Pharmacy,Cochrane,27 Second Ave,-81.034233,49.06055507,P0L1C0,P0L,Other/Independent
-81.0493142542.98537169Other/Independent,Dorchester Pharmacy,Dorchester,4327 Hamilton Rd,-81.04931425,42.98537169,N0L1G3,N0L,Other/Independent
-81.0555418542.98021529Shoppers Drug Mart,Shoppers Drug Mart #1069,Dorchester,2300 Dorchester Rd,-81.05554185,42.98021529,N0L1G3,N0L,Shoppers Drug Mart
-81.0676048146.47795398Other/Independent,Wilson Pharmacy,Greater Sudbury,10 Serpentine St,-81.06760481,46.47795398,P0M1N0,P0M,Other/Independent
-81.0888746642.88265507Other/Independent,Belmont Pharmacy,Belmont,14091 Belmont Rd,-81.08887466,42.88265507,N0L1B0,N0L,Other/Independent
-81.0922835346.59773669Loblaw,The Drugstore Pharmacy #4100,Greater Sudbury,17 Regional Rd 15,-81.09228353,46.59773669,P0M1L0,P0M,Loblaw
-81.0951687944.29909361Rexall,Rexall #6919,Chesley,55 First Ave S,-81.09516879,44.29909361,N0G1L0,N0G,Rexall
-81.0957506944.29915751Other/Independent,Chesley Pharmacy,Chesley,38 1st Ave S,-81.09575069,44.29915751,N0G1L0,N0G,Other/Independent
-81.1103845744.03897117Other/Independent,Stewart's Pharmacy,Mildmay,1024 Hwy 9,-81.11038457,44.03897117,N0G2J0,N0G,Other/Independent
-81.115384143.26021083Loblaw,Drug Store Pharmacy #4309,Saint Marys,780 Queen St E,-81.1153841,43.26021083,N4X1B1,N4X,Loblaw
-81.1179532346.55211788Rexall,Rexall #6954,Greater Sudbury,93 Notre Dame St W,-81.11795323,46.55211788,P0M1B0,P0M,Rexall
-81.1388999444.73832289Other/Independent,Bayside Pharmacy,Wiarton,369 Mary St,-81.13889994,44.73832289,N0H2T0,N0H,Other/Independent
-81.1406340943.10687501Other/Independent,Thorndale Pharmacy,Thorndale,21831 Fairview Rd,-81.14063409,43.10687501,N0M2P0,N0M,Other/Independent
-81.1411777544.74336549Other/Independent,Mckenzie's Pharmacy Ltd,Wiarton,608 Berford St,-81.14117775,44.74336549,N0H2T0,N0H,Other/Independent
-81.141197643.25965023Other/Independent,Hubbard Pharmacy Limited,Saint Marys,155 Queen St E,-81.1411976,43.25965023,N4X1B6,N4X,Other/Independent
-81.1421186246.42120526Loblaw,Loblaw Pharmacy #4090,Greater Sudbury,65 Regional Rd 24,-81.14211862,46.42120526,P3Y1C3,P3Y,Loblaw
-81.1426138143.26035253Guardian,Jackson's Guardian Pharmacy,Saint Marys,32 Wellington,-81.14261381,43.26035253,N4X1B2,N4X,Guardian
-81.1458491244.47952094Other/Independent,Tara Pharmacy,Tara,33 Yonge St N,-81.14584912,44.47952094,N0H2N0,N0H,Other/Independent
-81.1461714346.43720866Other/Independent,Lively Pharmacy,Greater Sudbury,605 Main St,-81.14617143,46.43720866,P3Y1M9,P3Y,Other/Independent
-81.1465042346.43580576Loblaw,Walden Family Drugstore,Greater Sudbury,Regional Rd 24,-81.14650423,46.43580576,P3Y1J1,P3Y,Loblaw
-81.1477435944.13283108Guardian,Brown's Guardian Pharmacy,Walkerton,331 Durham St,-81.14774359,44.13283108,N0G2V0,N0G,Guardian
-81.1490428944.13325068Other/Independent,Pellows Pharmacy,Walkerton,232 Durham St E,-81.14904289,44.13325068,N0G2V0,N0G,Other/Independent
-81.1576081742.77424115Other/Independent,Wellington Medical Pharmacy,St. Thomas,460 Wellington St,-81.15760817,42.77424115,N5R6H9,N5R,Other/Independent
-81.1686343942.99114688Shoppers Drug Mart,Shoppers Drug Mart #765,London,142 Clark Rd,-81.16863439,42.99114688,N5W5E1,N5W,Shoppers Drug Mart
-81.1704268942.99060698Other/Independent,London Medical Phcy Clarke Rd,London,155 Clarke Rd,-81.17042689,42.99060698,N5W5C9,N5W,Other/Independent
-81.1711163943.00188509Walmart,Wal-Mart Pharmacy,London,330 Clarke Rd,-81.17111639,43.00188509,N5W6G4,N5W,Walmart
-81.1716741742.78194025Loblaw,Drugstore Pharmacy #551,St. Thomas,1063 Talbot St,-81.17167417,42.78194025,N5P1G4,N5P,Loblaw
-81.1716741742.78194025Walmart,Wal-Mart Pharmacy,St. Thomas,1063 Talbot St,-81.17167417,42.78194025,N5P1G4,N5P,Walmart
-81.1750508742.77490775Pharmasave,Pharmasave Elgin Mall,St. Thomas,Wellington St,-81.17505087,42.77490775,N5R5J5,N5R,Pharmasave
-81.1751795943.00567099Other/Independent,Progressive Drug Mart,London,1920 Dundas St,-81.17517959,43.00567099,N5V3P1,N5V,Other/Independent
-81.1753526742.76350214Shoppers Drug Mart,Shoppers Drug Mart #969,St. Thomas,204 First Ave,-81.17535267,42.76350214,N5R4P5,N5R,Shoppers Drug Mart
-81.1760417742.76279824Other/Independent,Health Centre Pharmacy,St. Thomas,230 First Ave,-81.17604177,42.76279824,N5R4P5,N5R,Other/Independent
-81.1760417742.78520665Shoppers Drug Mart,Shoppers Drug Mart #738,St. Thomas,107 Edward St,-81.17604177,42.78520665,N5P1Y8,N5P,Shoppers Drug Mart
-81.1798030943.00281759Other/Independent,Lifeplus Pharmacy,London,1835 Dundas St,-81.17980309,43.00281759,N5W3E7,N5W,Other/Independent
-81.1841373842.76675604Other/Independent,Morgan Your Pharmacy,St. Thomas,154 Fifth Ave,-81.18413738,42.76675604,N5R4E7,N5R,Other/Independent
-81.186225743.00157279Guardian,Coulter's Guardian Pharmacy,London,1709 Dundas St,-81.1862257,43.00157279,N5W3E1,N5W,Guardian
-81.188603543.00084299Shoppers Drug Mart,Shoppers Drug Mart #737,London,1657 Dundas St E,-81.1886035,43.00084299,N5W3C6,N5W,Shoppers Drug Mart
-81.1912222646.56984478Other/Independent,Chelmsford Ida Pharmacy,Greater Sudbury,3672 Ontario 144,-81.19122226,46.56984478,P0M1L0,P0M,Other/Independent
-81.191313643.00023349Other/Independent,London Medical Pharmacy East,London,1617 Dundas St,-81.1913136,43.00023349,N5W3C3,N5W,Other/Independent
-81.1927057443.47694697Other/Independent,Mitchell Medical Pharmacy,Mitchell,7 Frances St,-81.19270574,43.47694697,N0K1N0,N0K,Other/Independent
-81.1936726842.77907115Other/Independent,Yurek Pharmacy Limited,St. Thomas,519 Talbot St,-81.19367268,42.77907115,N5P1C3,N5P,Other/Independent
-81.193843.00009998Other/Independent,Dundas Pharmacy,London,1560 Dundas St E,-81.1938,43.00009998,N5W3C1,N5W,Other/Independent
-81.194550742.99859268Rexall,Rexall #6977,London,1551 Dundas St E,-81.1945507,42.99859268,N5W3B8,N5W,Rexall
-81.1946000942.95465818Other/Independent,Glenroy Pharmacy,London,3 Glenroy Rd,-81.19460009,42.95465818,N5Z4H2,N5Z,Other/Independent
-81.1949839842.77908255Other/Independent,St Thomas Medical Pharmacy,St. Thomas,475 Talbot St,-81.19498398,42.77908255,N5P1C1,N5P,Other/Independent
-81.1958016646.58317819Other/Independent,Chelmsford Pharmacy,Greater Sudbury,46 Main St E,-81.19580166,46.58317819,P0M1L0,P0M,Other/Independent
-81.195848642.96173238Shoppers Drug Mart,Shoppers Drug Mart #1077,London,1155 Comissioners Rd E,-81.1958486,42.96173238,N5Z4L9,N5Z,Shoppers Drug Mart
-81.1965374842.76423094Other/Independent,Elmdale Medical Pharmacy,St. Thomas,25 Elm St,-81.19653748,42.76423094,N5R1H5,N5R,Other/Independent
-81.196744942.96265548Other/Independent,Pond Mills Medical Pharmacy,London,1166 Commissioners Rd E,-81.1967449,42.96265548,N5Z4W8,N5Z,Other/Independent
-81.1968818842.77879395Shoppers Drug Mart,Shoppers Drug Mart #1067,St. Thomas,410 Talbot St,-81.19688188,42.77879395,N5P1B9,N5P,Shoppers Drug Mart
-81.1975062443.46762987Other/Independent,Walther's Ida Pharmacy,Mitchell,40 Ontario Rd,-81.19750624,43.46762987,N0K1N0,N0K,Other/Independent
-81.19860443.01441769Other/Independent,Fanshawe College Pharmacy,London,1001 Fanshawe College Blvd,-81.198604,43.01441769,N5Y5R6,N5Y,Other/Independent
-81.198957342.97805988Other/Independent,Ealing Pharmacy Ltd,London,873 Hamilton Rd,-81.1989573,42.97805988,N5Z1V8,N5Z,Other/Independent
-81.200799642.94608327Other/Independent,Silver Fox Pharmacy,London,1208 Sdale Rd E,-81.2007996,42.94608327,N6E1B4,N6E,Other/Independent
-81.203845542.93458517Rexall,Rexall Specilaty #8101,London,845 Consortium Court,-81.2038455,42.93458517,N6E2S8,N6E,Rexall
-81.2043242.93363677Other/Independent,Daily Dose Pharmacy,London,629 Consortium Court,-81.20432,42.93363677,N6E2S8,N6E,Other/Independent
-81.205303543.02316479Other/Independent,London Medical Pharmacy Huron,London,1472 Huron St,-81.2053035,43.02316479,N5V2E5,N5V,Other/Independent
-81.205442.93559997Other/Independent,Yurek Specialties Ltd,London,526 Newbold St,-81.2054,42.93559997,N6E1K6,N6E,Other/Independent
-81.207473943.00877799Other/Independent,Specialty Rx,London,Oxford St E,-81.2074739,43.00877799,N5Y3J1,N5Y,Other/Independent
-81.211087943.00671479Other/Independent,Oxbury Pharmacy,London,1299 Oxford St E,-81.2110879,43.00671479,N5Y4W5,N5Y,Other/Independent
-81.2113909948.47767098Other/Independent,Mcdonald's Pharmacy,Timmins,67 Bruce Ave,-81.21139099,48.47767098,P0N1H0,P0N,Other/Independent
-81.212202642.91928127Costco,Costco Pharmacy # 508,London,4313 Wellington Rd S,-81.2122026,42.91928127,N6E2Z8,N6E,Costco
-81.2124204842.66629172Other/Independent,Highland Drug Mart,Port Stanley,222 Colborne St,-81.21242048,42.66629172,N5L1C2,N5L,Other/Independent
-81.2133802143.01866509Shoppers Drug Mart,Shoppers Drug Mart #766,London,1365 Huron St,-81.21338021,43.01866509,N5V2E3,N5V,Shoppers Drug Mart
-81.213412342.94317027Shoppers Drug Mart,Shoppers Drug Mart #733,London,900 Adelaide St S,-81.2134123,42.94317027,N6E4A4,N6E,Shoppers Drug Mart
-81.213746542.93516427Other/Independent,Classic Care Pharmacy,London,112 Newbold Court,-81.2137465,42.93516427,N6E1Z7,N6E,Other/Independent
-81.2150771143.02052829Other/Independent,Progressive Drug Mart,London,1326 Huron St,-81.21507711,43.02052829,N5V2E2,N5V,Other/Independent
-81.2157365143.01777399Walmart,Wal-Mart Pharmacy # 1157,London,1275 Highbury Ave,-81.21573651,43.01777399,N5Y1A8,N5Y,Walmart
-81.215981942.94350617Other/Independent,Southdale Pharmacy,London,769 Sdale Rd E,-81.2159819,42.94350617,N6E3B9,N6E,Other/Independent
-81.216285942.98076898Shoppers Drug Mart,Shoppers Drug Mart #1066,London,510 Hamilton Rd,-81.2162859,42.98076898,N5Z1S4,N5Z,Shoppers Drug Mart
-81.2170512143.02047439Pharmasave,Huron Heights Pharmasave,London,1295 Highbury Ave N,-81.21705121,43.02047439,N5Y5L3,N5Y,Pharmasave
-81.2183000143.01819999Other/Independent,Northland Pharmacy,London,1251 Huron St,-81.21830001,43.01819999,N5Y4V1,N5Y,Other/Independent
-81.219621642.93339957Other/Independent,Medisystem Pharmacy 6030,London,1100 Dearness Dr,-81.2196216,42.93339957,N6E1N9,N6E,Other/Independent
-81.2223217143.03165429Rexall,Rexall #1795,London,1505 Highbury Ave N,-81.22232171,43.03165429,N5Y0A9,N5Y,Rexall
-81.224688742.93158647Shoppers Drug Mart,Shoppers Drug Mart #1390,London,1105 Wellington Rd,-81.2246887,42.93158647,N6E1V4,N6E,Shoppers Drug Mart
-81.224688742.93158647Walmart,Wal-Mart Pharmacy,London,1105 Wellington Rd S,-81.2246887,42.93158647,N6E1V4,N6E,Walmart
-81.2254885143.00325788Other/Independent,Oxford Pharmacy,London,931 Oxford St E,-81.22548851,43.00325788,N5Y3K1,N5Y,Other/Independent
-81.2256356142.96795158Guardian,Luna Rx Guardian,London,130 Thompson Rd,-81.22563561,42.96795158,N5Z2Y6,N5Z,Guardian
-81.2267115143.00795628Other/Independent,Carling Heights Pharmacy,London,124 Barker St,-81.22671151,43.00795628,N5Y1Y1,N5Y,Other/Independent
-81.227012742.96247588Other/Independent,N.K.S. Health,London,750 Base Line Rd E,-81.2270127,42.96247588,N6C2R5,N6C,Other/Independent
-81.2271209143.00166988Loblaw,Drugstore Pharmacy #1091,London,825 Oxford St E,-81.22712091,43.00166988,N5Y3J8,N5Y,Loblaw
-81.2277443143.00358898Other/Independent,Bellwood Pharmacy,London,900 Oxford St E,-81.22774431,43.00358898,N5Y5A1,N5Y,Other/Independent
-81.2282763142.98213728Other/Independent,Hamilton Pharmacy,London,204 Hamilton Rd,-81.22827631,42.98213728,N5Z1R1,N5Z,Other/Independent
-81.229336642.94235917Loblaw,Loblaw Pharmacy #4386,London,635 Sdale Rd E,-81.2293366,42.94235917,N6E3W6,N6E,Loblaw
-81.229939142.93387747Other/Independent,London Medical Phcy(bradley),London,595 Bradley Ave,-81.2299391,42.93387747,N6E3Z8,N6E,Other/Independent
-81.2302289142.98962368Other/Independent,Chapmans's Pharmacy,London,650 Dundas St,-81.23022891,42.98962368,N5W2Y8,N5W,Other/Independent
-81.2302403142.98908128Other/Independent,Medsave Pharmacy Ltd.,London,637 Dundas St,-81.23024031,42.98908128,N5W2Z1,N5W,Other/Independent
-81.2302833142.95518368Other/Independent,Yurek Pharm&homehealth Care,London,555 Wellington Rd,-81.23028331,42.95518368,N6C4R3,N6C,Other/Independent
-81.2315673142.95746678Shoppers Drug Mart,Shoppers Drug Mart #1146,London,645 Commissioners Rd E,-81.23156731,42.95746678,N6C2T9,N6C,Shoppers Drug Mart
-81.2316038142.95073857Other/Independent,Wilkins Pharmacy,London,699 Wilkins St,-81.23160381,42.95073857,N6C5C8,N6C,Other/Independent
-81.2321768142.96242058Other/Independent,Medcen Pharmacy,London,339 Wellington Rd S,-81.23217681,42.96242058,N6C5Z9,N6C,Other/Independent
-81.2322598142.95948458Metro,Metro Pharmacy #518,London,395 Wellington Rd S,-81.23225981,42.95948458,N6C4P9,N6C,Metro
-81.2349739142.98816368Other/Independent,London Medical Phcy (Downtown),London,528 Dundas St,-81.23497391,42.98816368,N6B1W6,N6B,Other/Independent
-81.2361984142.93298437Other/Independent,Ernest Pharmacy,London,1408 Ernest Ave,-81.23619841,42.93298437,N6E3B2,N6E,Other/Independent
-81.2363509142.94286097Other/Independent,Nixon Pharmacy,London,510 Sdale Rd E,-81.23635091,42.94286097,N6E0B2,N6E,Other/Independent
-81.2372115142.94202147Rexall,Rexall #1768,London,1795 Ernest Ave,-81.23721151,42.94202147,N6E2V5,N6E,Rexall
-81.2375987142.93303247Other/Independent,White Oaks Medical Pharmacy,London,1401 Ernest Ave,-81.23759871,42.93303247,N6E2Y8,N6E,Other/Independent
-81.2378412142.99961988Shoppers Drug Mart,Shoppers Drug Mart #1060,London,759 Adelaide St N,-81.23784121,42.99961988,N5Y2L7,N5Y,Shoppers Drug Mart
-81.2384808142.98517238Other/Independent,Medicine Shoppe #228,London,413 King St,-81.23848081,42.98517238,N6B1S5,N6B,Other/Independent
-81.2386948142.98102338Other/Independent,Ultimate Care Compounding,London,365 Horton St E,-81.23869481,42.98102338,N6B1L6,N6B,Other/Independent
-81.2394181143.00730968Metro,Metro Pharmacy #502,London,1030 Adelaide St N,-81.23941811,43.00730968,N5Y2M9,N5Y,Metro
-81.2413207143.00958858Other/Independent,Canadian Apothecary,London,1064 Adelaide St N,-81.24132071,43.00958858,N5Y2N1,N5Y,Other/Independent
-81.2414283142.99340968Other/Independent,Aim Drug Mart,London,450 Central Ave,-81.24142831,42.99340968,N6B2E5,N6B,Other/Independent
-81.2415260143.01154798Other/Independent,London Centre Pharmachoice,London,1080 Adelaide St N,-81.24152601,43.01154798,N5Y2N1,N5Y,Other/Independent
-81.2428052243.01273608Shoppers Drug Mart,Shoppers Drug Mart #1080,London,1118 Adelaide St N,-81.24280522,43.01273608,N5Y2N5,N5Y,Shoppers Drug Mart
-81.2440456142.94143137Shoppers Drug Mart,Shoppers Drug Mart #1072,London,395 Sdale Rd E,-81.24404561,42.94143137,N6E1A2,N6E,Shoppers Drug Mart
-81.2445047142.97183498Other/Independent,Turner Drug Store Ltd,London,52 Grand Ave,-81.24450471,42.97183498,N6C1L5,N6C,Other/Independent
-81.2446123243.01385458Other/Independent,London Med Phcy/advantage Care,London,1135 Adelaide St N,-81.24461232,43.01385458,N5Y5K7,N5Y,Other/Independent
-81.2460321142.98392408Other/Independent,Medpoint Care Pharmacy,London,355 Wellington St,-81.24603211,42.98392408,N6A3N7,N6A,Other/Independent
-81.2479682242.99730438Rexall,Rexall #1727,London,350 Oxford St E,-81.24796822,42.99730438,N6A1V7,N6A,Rexall
-81.2501237843.74359311Other/Independent,Brussels Pharmacy,Huron East,453 Turnberry St,-81.25012378,43.74359311,N0G1H0,N0G,Other/Independent
-81.2504205242.98448728Shoppers Drug Mart,Shoppers Drug Mart #736,London,431 Richmond St,-81.25042052,42.98448728,N6A6E2,N6A,Shoppers Drug Mart
-81.2519693142.97133338Pharmasave,Wortley Village Pharmasave,London,190 Wortley Rd,-81.25196931,42.97133338,N6C4Y7,N6C,Pharmasave
-81.2520984243.03107939Pharmasave,Pharmasave-Adelaide North Phar,London,1464 Adelaide St N,-81.25209842,43.03107939,N5X1K4,N5X,Pharmasave
-81.2531296243.04926849Other/Independent,Stoney Creek Pharmacy,London,770 S Wenige Rd,-81.25312962,43.04926849,N5X4G7,N5X,Other/Independent
-81.2545291242.99729918Other/Independent,Precise Pharmacy,London,813 Richmond St,-81.25452912,42.99729918,N6A3H6,N6A,Other/Independent
-81.2545892144.98685332Other/Independent,Peninsula Pharmacy,Lion's Head,76 Main St,-81.25458921,44.98685332,N0H1W0,N0H,Other/Independent
-81.2547872242.99773358Other/Independent,Core Care Pharmacy,London,825 Richmond St,-81.25478722,42.99773358,N6A3H7,N6A,Other/Independent
-81.2565636242.99479678Other/Independent,London Care Pharmacy,London,140 Oxford St E,-81.25656362,42.99479678,N6A5R9,N6A,Other/Independent
-81.2566236243.03779249Other/Independent,Phillbrook Pharmacy,London,1599 Adelaide St N,-81.25662362,43.03779249,N5X4E8,N5X,Other/Independent
