location_code,name,city,province,covid_site,street,date,X,Y,postal,fsa,type
53.553836-113.5361799Other/Independent,PHARMASAVE WESTMOUNT,EDMONTON,Alberta,Yes,10844 124 ST NW,2021-04-06,53.553836,-113.5361799,,,Other/Independent
53.5540954-113.4840699Other/Independent,HEALTH PLUS PHARMACY,EDMONTON,Alberta,Yes,10746 95 ST NW,2021-04-06,53.5540954,-113.4840699,,,Other/Independent
53.5551151-113.4840292Other/Independent,BOYLE MCCAULEY PHARMACY & HOME HEALTH CARE,EDMONTON,Alberta,Yes,10817 95 ST NW,2021-04-06,53.5551151,-113.4840292,,,Other/Independent
53.5555765-113.2941341Other/Independent,ASPEN PHARMACY,SHERWOOD PARK,Alberta,Yes,955-3890 SHERWOOD DR,2021-04-06,53.5555765,-113.2941341,,,Other/Independent
53.5557068-113.4712812Other/Independent,EDGEWATER PHARMACY,EDMONTON,Alberta,Yes,8508 Jasper AVE,2021-04-06,53.5557068,-113.4712812,,,Other/Independent
53.5569503-113.5015099Other/Independent,REXALL #7514,EDMONTON,Alberta,Yes,10507 KINGSWAY AVE NW,2021-04-06,53.5569503,-113.5015099,,,Other/Independent
53.5574151-113.8945143Other/Independent,HILLSIDE PHARMASAVE,SPRUCE GROVE,Alberta,Yes,114-636 KING ST,2021-04-06,53.5574151,-113.8945143,,,Other/Independent
53.5574762-113.2737401Other/Independent,SHOPPERS DRUG MART #2313,SHERWOOD PARK,Alberta,Yes,20-4005 CLOVER BAR RD,2021-04-06,53.5574762,-113.2737401,,,Other/Independent
53.557929-114.4718946Other/Independent,WABAMUN PHARMACY LTD,WABAMUN,Alberta,Yes,5120 51 AVE,2021-03-13,53.557929,-114.4718946,,,Other/Independent
53.5581246-113.4919831Other/Independent,CENTURY PHARMACY,EDMONTON,Alberta,Yes,11031 97 ST,2021-04-06,53.5581246,-113.4919831,,,Other/Independent
53.5581889-113.2743761Other/Independent,SAVE-ON-FOODS PHARMACY #6679,SHERWOOD PARK,Alberta,Yes,10-4005 CLOVER BAR RD,2021-04-06,53.5581889,-113.2743761,,,Other/Independent
53.5586038-113.5506379Other/Independent,KAI HEALTH (WESTMOUNT PHARMACY),EDMONTON,Alberta,Yes,11035 GROAT RD NW,2021-04-06,53.5586038,-113.5506379,,,Other/Independent
53.5587076-113.535412Other/Independent,HEALTH SQUARE PHARMACY,EDMONTON,Alberta,Yes,11045 124 ST NW,2021-04-06,53.5587076,-113.535412,,,Other/Independent
53.5587176-113.5408046Other/Independent,COMMUNICARE PHARMACY,EDMONTON,Alberta,Yes,11049 127 ST,2021-04-06,53.5587176,-113.5408046,,,Other/Independent
53.5590657-113.494364Other/Independent,KINGSTON PHARMACY,EDMONTON,Alberta,Yes,10108 111 AVE NW,2021-04-06,53.5590657,-113.494364,,,Other/Independent
53.5592762-113.4948021Other/Independent,MEDICINE SHOPPE PHARMACY 405,EDMONTON,Alberta,Yes,10130 111 AVE NW,2021-04-06,53.5592762,-113.4948021,,,Other/Independent
53.5595474-113.4865465Other/Independent,NORWOOD PHARMACY,EDMONTON,Alberta,Yes,11051 95 ST,2021-04-06,53.5595474,-113.4865465,,,Other/Independent
53.5601197-113.5279438Other/Independent,MEDICINE SHOPPE PHARMACY 188,EDMONTON,Alberta,Yes,100-11910 111 AVE,2021-04-11,53.5601197,-113.5279438,,,Other/Independent
53.5603539-113.5363214Other/Independent,MEDICINE CIRCLE PHARMACY,EDMONTON,Alberta,Yes,11148 124 ST,2021-04-06,53.5603539,-113.5363214,,,Other/Independent
53.5608887-113.4869092Other/Independent,SMART PHARMACY,EDMONTON,Alberta,Yes,11123 95 ST NW,2021-04-06,53.5608887,-113.4869092,,,Other/Independent
53.5610552-113.5530031Other/Independent,SAFEWAY PHARMACY #8891,EDMONTON,Alberta,Yes,212 WESTMOUNT CENTRE,2021-02-25,53.5610552,-113.5530031,,,Other/Independent
53.5621901-113.4676634Other/Independent,GALAXY PHARMACY,EDMONTON,Alberta,Yes,11254 82 ST NW,2021-04-06,53.5621901,-113.4676634,,,Other/Independent
53.562677-113.505546Other/Independent,SHOPPERS DRUG MART #317,EDMONTON,Alberta,Yes,192 KINGSWAY GARDEN MALL NW,2021-04-06,53.562677,-113.505546,,,Other/Independent
53.56452-113.551684Other/Independent,REXALL #7246,EDMONTON,Alberta,Yes,11450 GROAT RD NW,2021-04-11,53.56452,-113.551684,,,Other/Independent
53.5647041-113.5213244Other/Independent,LOBLAW PHARMACY #1502,EDMONTON,Alberta,Yes,11541 KINGSWAY AVE,2021-04-06,53.5647041,-113.5213244,,,Other/Independent
53.5651371-113.8845206Other/Independent,ALI'S DRUG MART,SPRUCE GROVE,Alberta,Yes,214-11 WESTWIND DR,2021-04-06,53.5651371,-113.8845206,,,Other/Independent
53.5660174-113.2739834Other/Independent,EMERALD HILLS PHARMASAVE,SHERWOOD PARK,Alberta,Yes,815-8005 EMERALD DR,2021-04-06,53.5660174,-113.2739834,,,Other/Independent
53.5692137-113.2789538Other/Independent,WAL-MART PHARMACY #1123,SHERWOOD PARK,Alberta,Yes,400-7000 EMERALD DR,2021-04-06,53.5692137,-113.2789538,,,Other/Independent
53.5699784-113.4188887Other/Independent,MEDICINE SHOPPE PHARMACY 105,EDMONTON,Alberta,Yes,5011 118 AVE NW,2021-02-25,53.5699784,-113.4188887,,,Other/Independent
53.570031-113.395301Other/Independent,BEVERLY TOWNE PHARMACY,EDMONTON,Alberta,Yes,11730 34 ST NW,2021-04-06,53.570031,-113.395301,,,Other/Independent
53.57004-113.4139071Other/Independent,J L PHARMACARE PHARMACY,EDMONTON,Alberta,Yes,4627 118 AVE NW,2021-04-06,53.57004,-113.4139071,,,Other/Independent
53.5700729-113.4076182Other/Independent,BEVERLY PHARMACY,EDMONTON,Alberta,Yes,4243 118 AVE NW,2021-04-06,53.5700729,-113.4076182,,,Other/Independent
53.5700829-113.48989Other/Independent,MEDICINE SHOPPE PHARMACY 344,EDMONTON,Alberta,Yes,9559 118 AVE NW,2021-04-06,53.5700829,-113.48989,,,Other/Independent
53.570121-113.5366221Other/Independent,MEDICINE SHOPPE PHARMACY 340,EDMONTON,Alberta,Yes,12411 118 AVE NW,2021-04-06,53.570121,-113.5366221,,,Other/Independent
53.570161-113.4760469Other/Independent,NOLAN DRUGS,EDMONTON,Alberta,Yes,8731 118 AVE NW,2021-04-11,53.570161,-113.4760469,,,Other/Independent
53.5701611-113.4059175Other/Independent,SEVEN DAYS PHARMACY,EDMONTON,Alberta,Yes,4121 118 AVE NW,2021-04-11,53.5701611,-113.4059175,,,Other/Independent
53.5701612-113.4313159Other/Independent,MEDICINE PLACE PHARMACY 2,EDMONTON,Alberta,Yes,5809 118 AVE NW,2021-04-06,53.5701612,-113.4313159,,,Other/Independent
53.5701705-113.4660227Other/Independent,MEDICINE SHOPPE PHARMACY 225,EDMONTON,Alberta,Yes,8111 118 AVE NW,2021-04-11,53.5701705,-113.4660227,,,Other/Independent
53.5701873-113.4425658Other/Independent,MEDICINE SHOPPE PHARMACY 315,EDMONTON,Alberta,Yes,6525 118 AVE NW,2021-02-25,53.5701873,-113.4425658,,,Other/Independent
53.5702047-113.466827Other/Independent,SHOPPERS DRUG MART #370,EDMONTON,Alberta,Yes,8121 118 AVE,2021-04-06,53.5702047,-113.466827,,,Other/Independent
53.5702758-113.3996314Other/Independent,PHARMASAVE BEVERLY,EDMONTON,Alberta,Yes,3729 118 AVE NW,2021-02-25,53.5702758,-113.3996314,,,Other/Independent
53.5702877-113.4634817Other/Independent,EASTWOOD PHARMACY,EDMONTON,Alberta,Yes,7919 118 AVE NW,2021-04-06,53.5702877,-113.4634817,,,Other/Independent
53.5705227-113.4800728Other/Independent,ALBERTA AVE MEDX DRUGS,EDMONTON,Alberta,Yes,9004 118 AVE NW,2021-04-06,53.5705227,-113.4800728,,,Other/Independent
53.5705541-113.5361522Other/Independent,INGLEWOOD PHARMACY,EDMONTON,Alberta,Yes,11802 124 ST NW,2021-04-06,53.5705541,-113.5361522,,,Other/Independent
53.5705718-113.5369172Other/Independent,COMPLETE CARE PHARMACY,EDMONTON,Alberta,Yes,12418 118 AVE NW,2021-04-06,53.5705718,-113.5369172,,,Other/Independent
53.570639-113.4003866Other/Independent,SHOPPERS DRUG MART #366,EDMONTON,Alberta,Yes,3812 118 AVE NW,2021-02-25,53.570639,-113.4003866,,,Other/Independent
53.571053-113.4986456Other/Independent,PARK PLAZA PHARMACY,EDMONTON,Alberta,Yes,11826 103 ST NW,2021-04-06,53.571053,-113.4986456,,,Other/Independent
53.5714157-113.4666004Other/Independent,SAFEWAY PHARMACY #8866,EDMONTON,Alberta,Yes,8118 118 AVE NW,2021-04-06,53.5714157,-113.4666004,,,Other/Independent
53.5714422-113.3907307Other/Independent,WAL-MART PHARMACY #1147,EDMONTON,Alberta,Yes,110-3210 118 AVE NW,2021-04-06,53.5714422,-113.3907307,,,Other/Independent
53.5714822-113.3905525Other/Independent,RIVERVIEW SERVICES PHARMACY,EDMONTON,Alberta,Yes,135-3210 118 AVE NW,2021-04-06,53.5714822,-113.3905525,,,Other/Independent
53.5715282-113.3905698Other/Independent,COLES PHARMACY,EDMONTON,Alberta,Yes,146-3210 118 AVE NW,2021-02-25,53.5715282,-113.3905698,,,Other/Independent
53.576274-113.46679Other/Independent,IDEAL CARE PHARMACY,EDMONTON,Alberta,Yes,12147 82 ST NW,2021-04-06,53.576274,-113.46679,,,Other/Independent
53.57762-116.4492574Other/Independent,WAL-MART PHARMACY #1048,EDSON,Alberta,Yes,5750 2 AVE,2021-04-06,53.57762,-116.4492574,,,Other/Independent
53.5790106-113.5799217Other/Independent,COSTCO PHARMACY #154,EDMONTON,Alberta,Yes,12450 149 ST,2021-04-06,53.5790106,-113.5799217,,,Other/Independent
53.5803794-116.4390066Other/Independent,SHOPPERS DRUG MART #336,EDSON,Alberta,Yes,100-302 53 ST,2021-03-13,53.5803794,-116.4390066,,,Other/Independent
53.5823063-116.4313636Other/Independent,SWITZER'S DRUGS,EDSON,Alberta,Yes,224 50 ST,2021-04-06,53.5823063,-116.4313636,,,Other/Independent
53.583714-116.431235Other/Independent,EDSON PHARMACY REMEDY'S RX,EDSON,Alberta,Yes,4924 4 AVE,2021-04-06,53.583714,-116.431235,,,Other/Independent
53.5838911-113.4665114Other/Independent,BALWIN PHARMACY,EDMONTON,Alberta,Yes,17-8103 127 AVE NW,2021-04-06,53.5838911,-113.4665114,,,Other/Independent
53.5855279-113.443575Other/Independent,GLENBROOK PHARMACY,EDMONTON,Alberta,Yes,12718 66 ST NW,2021-04-06,53.5855279,-113.443575,,,Other/Independent
53.5862898-113.402279Other/Independent,SAVE-ON-FOODS PHARMACY #6612,EDMONTON,Alberta,Yes,1036878 AVE NW,2021-04-06,53.5862898,-113.402279,,,Other/Independent
53.5864928-116.4191772Other/Independent,LOBLAW PHARMACY #4905,EDSON,Alberta,Yes,4431 4 AVE,2021-04-06,53.5864928,-116.4191772,,,Other/Independent
53.586588-113.4170174Other/Independent,SHOPPERS DRUG MART #2478,EDMONTON,Alberta,Yes,12745 50 ST NW,2021-04-06,53.586588,-113.4170174,,,Other/Independent
53.5869777-113.4059912Other/Independent,HOMESTEADER PHARMACY,EDMONTON,Alberta,Yes,590 HERMITAGE RD NW,2021-04-06,53.5869777,-113.4059912,,,Other/Independent
53.5871718-113.4915229Other/Independent,ICARE PHARMACY,EDMONTON,Alberta,Yes,12851 97 ST NW,2021-04-06,53.5871718,-113.4915229,,,Other/Independent
53.587492-113.4677829Other/Independent,DELTON SUPER DRUGS LTD.,EDMONTON,Alberta,Yes,12904 82 ST NW,2021-04-06,53.587492,-113.4677829,,,Other/Independent
53.5891504-113.4174432Other/Independent,KENNEDALE DRUG MART,EDMONTON,Alberta,Yes,26-12981 50 ST NW,2021-04-06,53.5891504,-113.4174432,,,Other/Independent
53.592393-113.481567Other/Independent,NORTHTOWN PHARMACY,EDMONTON,Alberta,Yes,9042 132 AVE NW,2021-04-11,53.592393,-113.481567,,,Other/Independent
53.5925179-113.5485154Other/Independent,DOLAR DRUGS 2,EDMONTON,Alberta,Yes,13211 132 ST NW,2021-02-25,53.5925179,-113.5485154,,,Other/Independent
53.5925578-113.4435633Other/Independent,MEDICINE SHOPPE PHARMACY 377,EDMONTON,Alberta,Yes,6610 132 AVE NW,2021-04-06,53.5925578,-113.4435633,,,Other/Independent
53.5930434-113.5395245Other/Independent,KAI HEALTH (KENSINGTON) PHARMACY,EDMONTON,Alberta,Yes,12620A 132 AVE NW,2021-04-06,53.5930434,-113.5395245,,,Other/Independent
53.5936639-112.3389519Other/Independent,ROYAL CARE COMPOUNDING PHARMACY,MUNDARE,Alberta,Yes,5119 50 ST,2021-04-06,53.5936639,-112.3389519,,,Other/Independent
53.5960321-113.4169095Other/Independent,COSTCO PHARMACY #156,EDMONTON,Alberta,Yes,13650 50 ST NW,2021-02-25,53.5960321,-113.4169095,,,Other/Independent
53.5969839-113.3863896Other/Independent,REXALL #7276,EDMONTON,Alberta,Yes,BELMONT TOWN CENTER,2021-04-11,53.5969839,-113.3863896,,,Other/Independent
53.5971139-113.4925595Other/Independent,MEDICINE PLACE PHARMACY 3,EDMONTON,Alberta,Yes,13514 97 ST NW,2021-04-06,53.5971139,-113.4925595,,,Other/Independent
53.5975727-113.4098933Other/Independent,SHOPPERS DRUG MART #2405,EDMONTON,Alberta,Yes,4940 137 AVE NW,2021-02-25,53.5975727,-113.4098933,,,Other/Independent
53.5978303-113.4889192Other/Independent,WAL-MART PHARMACY #1146,EDMONTON,Alberta,Yes,9402 135 AVE NW,2021-04-06,53.5978303,-113.4889192,,,Other/Independent
53.5979629-113.4891501Other/Independent,NORTHGATE PHARMACY,EDMONTON,Alberta,Yes,2074-9499 137 AVE NW,2021-04-06,53.5979629,-113.4891501,,,Other/Independent
53.5983349-113.490486Other/Independent,SAFEWAY PHARMACY #8892,EDMONTON,Alberta,Yes,200-9499 137 AVE NW,2021-02-25,53.5983349,-113.490486,,,Other/Independent
53.5985008-113.4111336Other/Independent,LOBLAW PHARMACY #1566,EDMONTON,Alberta,Yes,4950 137 AVE,2021-04-06,53.5985008,-113.4111336,,,Other/Independent
53.5996308-113.3955072Other/Independent,MEDI-DRUGS CLAREVIEW,EDMONTON,Alberta,Yes,3504A 137 AVE,2021-04-06,53.5996308,-113.3955072,,,Other/Independent
53.5996401-113.4002187Other/Independent,EASTGATE DRUGS,EDMONTON,Alberta,Yes,3804-137 Ave NW,2021-04-06,53.5996401,-113.4002187,,,Other/Independent
53.5997014-113.4006801Other/Independent,WAL-MART PHARMACY #3028,EDMONTON,Alberta,Yes,13703 40 ST NW,2021-04-06,53.5997014,-113.4006801,,,Other/Independent
53.600072-113.546336Other/Independent,SHOPPERS DRUG MART #397,EDMONTON,Alberta,Yes,13040 137 AVE NW,2021-04-06,53.600072,-113.546336,,,Other/Independent
53.6000793-113.4846071Other/Independent,MEDICINE SHOPPE PHARMACY 387,EDMONTON,Alberta,Yes,13703 93 ST NW,2021-04-06,53.6000793,-113.4846071,,,Other/Independent
53.6002197-113.497153Other/Independent,SHOPPERS DRUG MART #387,EDMONTON,Alberta,Yes,9980 137 AVE NW,2021-02-25,53.6002197,-113.497153,,,Other/Independent
53.6004192-113.4417809Other/Independent,REXALL #7248,EDMONTON,Alberta,Yes,13709 66 ST NW,2021-04-06,53.6004192,-113.4417809,,,Other/Independent
53.6004415-113.5329573Other/Independent,GLENGARRY PHARMACY,EDMONTON,Alberta,Yes,115-12222 137 AVE NW,2021-04-06,53.6004415,-113.5329573,,,Other/Independent
53.6005735-113.5418165Other/Independent,PALISADES PHARMACY,EDMONTON,Alberta,Yes,12802 137 AVE NW,2021-04-06,53.6005735,-113.5418165,,,Other/Independent
53.600686-113.5446772Other/Independent,SAFEWAY PHARMACY #8889,EDMONTON,Alberta,Yes,12950 137 AVE NE,2021-04-11,53.600686,-113.5446772,,,Other/Independent
53.6008627-113.4881358Other/Independent,LONDON DRUGS #21,EDMONTON,Alberta,Yes,120-9450 137 AVE NW,2021-04-06,53.6008627,-113.4881358,,,Other/Independent
53.60105-113.4233792Other/Independent,SAFEWAY PHARMACY #8879,EDMONTON,Alberta,Yes,500 MANNING CROSS NW,2021-02-25,53.60105,-113.4233792,,,Other/Independent
53.6015325-113.537165Other/Independent,LOBLAW PHARMACY #1572,EDMONTON,Alberta,Yes,12350 137 AVE NW,2021-02-25,53.6015325,-113.537165,,,Other/Independent
53.6017648-113.445885Other/Independent,SAVE-ON-FOODS PHARMACY #6661,EDMONTON,Alberta,Yes,101 LONDONDERRY MALL NW,2021-02-25,53.6017648,-113.445885,,,Other/Independent
53.6028773-115.0187942Other/Independent,EVANSBURG PHARMACY,EVANSBURG,Alberta,Yes,5107 50 ST,2021-03-13,53.6028773,-115.0187942,,,Other/Independent
53.6029817-113.5421481Other/Independent,MEDICINE SHOPPE PHARMACY 345,EDMONTON,Alberta,Yes,14020 127 ST NW,2021-04-06,53.6029817,-113.5421481,,,Other/Independent
53.6033312-113.542223Other/Independent,HUDSON PHARMACY,EDMONTON,Alberta,Yes,14072 127 ST NW,2021-04-06,53.6033312,-113.542223,,,Other/Independent
53.6033594-113.3849202Other/Independent,CLAREVIEW DRUG MART,EDMONTON,Alberta,Yes,14061 VICTORIA TR NW,2021-04-11,53.6033594,-113.3849202,,,Other/Independent
53.6063783-113.4516576Other/Independent,NORTH EAST PHARMACY,EDMONTON,Alberta,Yes,7210 144 AVE NW,2021-04-06,53.6063783,-113.4516576,,,Other/Independent
53.6067468-113.515438IDA,IDA IN GRIESBACH PHARMACY,EDMONTON,Alberta,Yes,7-6881 AD ASTRA BLVD NW,2021-04-06,53.6067468,-113.515438,,,IDA
53.606946-113.4832781Other/Independent,REXALL #7261,EDMONTON,Alberta,Yes,8-9228 144 AVE NW,2021-04-11,53.606946,-113.4832781,,,Other/Independent
53.6071911-113.4684343Other/Independent,EVANSDALE PHARMACY,EDMONTON,Alberta,Yes,8216 144 AVE NW,2021-04-06,53.6071911,-113.4684343,,,Other/Independent
53.607426-113.4585282Other/Independent,LONDONDALE GUARDIAN PHARMACY,EDMONTON,Alberta,Yes,7606 144 AVE NW,2021-04-06,53.607426,-113.4585282,,,Other/Independent
53.6075722-113.4132752Other/Independent,REXALL #7238,EDMONTON,Alberta,Yes,14403 MILLER BLVD NW,2021-04-06,53.6075722,-113.4132752,,,Other/Independent
53.607822-113.5267801Other/Independent,THE DRUG STORE (CASTLEDOWNS),EDMONTON,Alberta,Yes,11824 145 AVE NW,2021-04-06,53.607822,-113.5267801,,,Other/Independent
53.6090406-113.4186609Other/Independent,MEDICINE SHOPPE PHARMACY 346,EDMONTON,Alberta,Yes,14606 50 ST NW,2021-04-06,53.6090406,-113.4186609,,,Other/Independent
53.6131109-113.5156894Other/Independent,CASTLEDOWNS ARP PHARMACY,EDMONTON,Alberta,Yes,122-15277 CASTLEDOWNS RD NW,2021-02-25,53.6131109,-113.5156894,,,Other/Independent
53.6133629-113.5297935Other/Independent,CASTLEDOWNS MEDICAL & WELLNESS PHARMACY,EDMONTON,Alberta,Yes,15121 121 ST NW,2021-04-06,53.6133629,-113.5297935,,,Other/Independent
53.615021-113.490019Other/Independent,CLEARWATER PHARMACY,EDMONTON,Alberta,Yes,15345 97 ST NW,2021-04-06,53.615021,-113.490019,,,Other/Independent
53.6156803-113.5145002Other/Independent,SOBEYS PHARMACY #3132,EDMONTON,Alberta,Yes,15367 CASTLEDOWNS RD NW,2021-04-11,53.6156803,-113.5145002,,,Other/Independent
53.6156887-113.4901645Other/Independent,LOBLAW PHARMACY #4019,EDMONTON,Alberta,Yes,15411 97 ST NW,2021-04-06,53.6156887,-113.4901645,,,Other/Independent
53.6157237-113.5434516Other/Independent,SAVE-ON-FOODS PHARMACY #6667,EDMONTON,Alberta,Yes,12903 153 AVE NW,2021-04-06,53.6157237,-113.5434516,,,Other/Independent
53.6164807-113.5434767Other/Independent,SHOPPERS DRUG MART #2370,EDMONTON,Alberta,Yes,12955 153 AVE NW,2021-04-06,53.6164807,-113.5434767,,,Other/Independent
53.618637-113.5020231Other/Independent,MEDICINE SHOPPE PHARMACY 353,EDMONTON,Alberta,Yes,10423 158 AVE NW,2021-04-11,53.618637,-113.5020231,,,Other/Independent
53.620149-113.609788Other/Independent,DX PHARMACY,ST ALBERT,Alberta,Yes,2505 TUDOR GLEN MARKET,2021-04-06,53.620149,-113.609788,,,Other/Independent
53.620256-113.6117Other/Independent,SHOPPERS DRUG MART #379,ST ALBERT,Alberta,Yes,570-140 ST ALBERT TR,2021-03-13,53.620256,-113.6117,,,Other/Independent
53.620433-113.4897502Other/Independent,SHOPPERS DRUG MART #2374,EDMONTON,Alberta,Yes,15969 97 ST NW,2021-04-06,53.620433,-113.4897502,,,Other/Independent
53.6206329-113.603765Other/Independent,LOBLAW PHARMACY #1568,ST ALBERT,Alberta,Yes,101 ST ALBERT RD,2021-03-13,53.6206329,-113.603765,,,Other/Independent
53.6206367-113.4661049Other/Independent,PLAZA 160 PHARMACY,EDMONTON,Alberta,Yes,8103 160 AVE NW,2021-04-06,53.6206367,-113.4661049,,,Other/Independent
53.6212124-113.6127596Other/Independent,SAVE-ON-FOODS PHARMACY #6665,ST ALBERT,Alberta,Yes,500-140 ST ALBERT RD,2021-04-06,53.6212124,-113.6127596,,,Other/Independent
53.6217503-113.4885828Other/Independent,SAVE-ON-FOODS PHARMACY #6664,EDMONTON,Alberta,Yes,9510 160 AVE NW,2021-04-11,53.6217503,-113.4885828,,,Other/Independent
53.6220305-113.5338129Other/Independent,DUNLUCE PHARMACY,EDMONTON,Alberta,Yes,12118 161 AVE NW,2021-04-06,53.6220305,-113.5338129,,,Other/Independent
53.6223927-113.6115034Other/Independent,LONDON DRUGS #48,ST ALBERT,Alberta,Yes,104-375 ST ALBERT TR,2021-03-13,53.6223927,-113.6115034,,,Other/Independent
53.622473-113.606556Other/Independent,SAFEWAY PHARMACY #8859,ST ALBERT,Alberta,Yes,300-2 HEBERT RD,2021-04-06,53.622473,-113.606556,,,Other/Independent
53.6226348-113.4149169Other/Independent,MEDICINE POINT PHARMACY,EDMONTON,Alberta,Yes,102-5016 162 AVE NW,2021-04-11,53.6226348,-113.4149169,,,Other/Independent
53.62265-113.4149507Other/Independent,MEDICINE POINT PHARMACY,EDMONTON,Alberta,Yes,102-5016 162 AVE NW,2021-04-06,53.62265,-113.4149507,,,Other/Independent
53.6226503-113.6058915Other/Independent,QUICK CARE PHARMACY,ST ALBERT,Alberta,Yes,238-2 HEBERT RD,2021-04-06,53.6226503,-113.6058915,,,Other/Independent
53.6272694-113.4143742Other/Independent,SOBEY'S PHARMACY #5173,EDMONTON,Alberta,Yes,5119 167 AVE NW,2021-04-06,53.6272694,-113.4143742,,,Other/Independent
53.6273055-113.4875008Other/Independent,SHOPPERS DRUG MART #375,EDMONTON,Alberta,Yes,16504 95 ST NW,2021-02-25,53.6273055,-113.4875008,,,Other/Independent
53.6273233-113.4091611Other/Independent,SAVE-ON-FOODS PHARMACY #6620 - 50TH ST MARKET,EDMONTON,Alberta,Yes,4805 167 AVE NW,2021-04-11,53.6273233,-113.4091611,,,Other/Independent
53.6282562-113.4891796Other/Independent,SOBEYS PHARMACY #3035,EDMONTON,Alberta,Yes,9611 167 AVE NW,2021-04-06,53.6282562,-113.4891796,,,Other/Independent
53.6283182-113.4170981Other/Independent,SHOPPERS DRUG MART #2446,EDMONTON,Alberta,Yes,5351 167 AVE NW,2021-04-06,53.6283182,-113.4170981,,,Other/Independent
53.6284102-113.4519991Other/Independent,PHARMASAVE #377,EDMONTON,Alberta,Yes,ROYAL CENTRE NORTH,2021-04-06,53.6284102,-113.4519991,,,Other/Independent
53.6284192-113.4706237Other/Independent,BRINTNELL PHARMACY & TRAVEL CLINIC,EDMONTON,Alberta,Yes,3-4303 167 AVE NW,2021-04-06,53.6284192,-113.4706237,,,Other/Independent
53.6292143-113.5469358Other/Independent,HEALTH AID PHARMACY,EDMONTON,Alberta,Yes,12918 167 AVE NW,2021-04-06,53.6292143,-113.5469358,,,Other/Independent
53.6294205-113.4665028Other/Independent,REXALL #7236,EDMONTON,Alberta,Yes,16703 82 ST NW,2021-04-06,53.6294205,-113.4665028,,,Other/Independent
53.631028-113.6284761Other/Independent,GRANDIN PRESCRIPTION CENTRE INC.,ST ALBERT,Alberta,Yes,1 ST ANNE ST,2021-04-06,53.631028,-113.6284761,,,Other/Independent
53.6317684-113.5434367Other/Independent,WAL-MART PHARMACY #1122,EDMONTON,Alberta,Yes,16940 127 ST NW,2021-04-06,53.6317684,-113.5434367,,,Other/Independent
53.6327838-113.3518687IDA,IDA COMMUNITY PHARMACY,EDMONTON,Alberta,Yes,36 EVERGREEN PARK,2021-04-06,53.6327838,-113.3518687,,,IDA
